City_ID,City,Lat,Lng,Current Description,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
626,Beboto,8.2668,16.939,overcast clouds,105.04,17,93,2.66,TD,2021-04-20 13:17:20
627,Westport,41.1415,-73.3579,clear sky,59.0,71,1,5.75,US,2021-04-20 13:16:30
628,Vacaria,-28.5122,-50.9339,clear sky,64.99,61,0,4.0,BR,2021-04-20 13:16:19
629,Mizdah,31.4451,12.9801,clear sky,73.96,20,0,8.39,LY,2021-04-20 13:17:20
630,Nishihara,26.1842,127.7558,broken clouds,69.8,64,75,13.8,JP,2021-04-20 13:17:20
631,Odweyne,9.4092,45.064,broken clouds,88.5,23,81,4.94,SO,2021-04-20 13:17:21
632,Praia,14.9215,-23.5087,broken clouds,80.6,50,75,24.16,CV,2021-04-20 13:17:21
633,Mahibadhoo,3.7833,72.9667,broken clouds,83.35,63,58,6.11,MV,2021-04-20 13:17:17
634,Beian,63.6559,9.5683,clear sky,57.2,47,0,18.41,NO,2021-04-20 13:17:21
635,Sao Joao Batista,-27.2761,-48.8494,clear sky,77.0,73,0,1.01,BR,2021-04-20 13:17:22
636,Barbastro,42.0356,0.1269,scattered clouds,63.0,48,40,6.91,ES,2021-04-20 13:17:22
637,Bastia,42.6667,9.3333,clear sky,62.6,42,0,11.5,FR,2021-04-20 13:17:22
638,Ereymentau,51.6199,73.1033,clear sky,28.8,34,0,9.75,KZ,2021-04-20 13:17:22
639,Sisimiut,66.9395,-53.6735,overcast clouds,25.63,61,99,6.67,GL,2021-04-20 13:17:23
640,Ouesso,1.6136,16.0517,broken clouds,96.31,35,64,4.63,CG,2021-04-20 13:17:23
641,Namuac,18.6109,121.1657,overcast clouds,76.44,88,100,17.85,PH,2021-04-20 13:17:23
642,Sokoni,-6.4333,39.55,light rain,86.0,70,40,13.8,TZ,2021-04-20 13:17:24
643,Sur,22.5667,59.5289,overcast clouds,86.41,42,86,7.52,OM,2021-04-20 13:16:32
644,Tres Arroyos,-38.3739,-60.2798,clear sky,64.9,71,0,17.65,AR,2021-04-20 13:17:24
645,Altay,47.8667,88.1167,light rain,42.58,87,100,5.17,CN,2021-04-20 13:17:24
646,Vuktyl,63.8567,57.3094,overcast clouds,43.07,71,100,7.72,RU,2021-04-20 13:17:25
647,North Bend,43.4065,-124.2243,overcast clouds,50.0,87,100,6.71,US,2021-04-20 13:17:25
648,Tiznit,29.5833,-9.5,clear sky,77.9,25,5,11.03,MA,2021-04-20 13:17:25
649,Ebebiyin,2.1511,11.3353,broken clouds,84.2,70,75,3.11,GQ,2021-04-20 13:17:25
650,Meulaboh,4.1363,96.1285,scattered clouds,80.76,75,32,4.94,ID,2021-04-20 13:17:26
651,Gull Lake,50.1001,-108.4847,clear sky,21.2,93,1,4.61,CA,2021-04-20 13:15:03
652,Erenhot,43.6475,111.9767,overcast clouds,65.86,12,100,7.72,CN,2021-04-20 13:17:26
653,Labuan,5.2767,115.2417,few clouds,78.8,89,20,2.3,MY,2021-04-20 13:17:26
654,Champerico,14.3,-91.9167,broken clouds,77.0,88,75,2.66,GT,2021-04-20 13:17:27
655,Chimbote,-9.0853,-78.5783,few clouds,68.49,81,13,6.11,PE,2021-04-20 13:17:27
656,Yongan,39.6957,113.6871,overcast clouds,57.45,51,100,11.32,CN,2021-04-20 13:17:27
657,Akcakoca,41.0866,31.1162,light rain,55.18,81,27,3.85,TR,2021-04-20 13:17:27
658,Zelenogradsk,54.9589,20.4767,clear sky,60.8,48,0,11.18,RU,2021-04-20 13:17:28
659,Port-Gentil,-0.7193,8.7815,few clouds,87.8,74,20,10.36,GA,2021-04-20 13:17:28
660,Rampur,28.8167,79.0333,overcast clouds,93.25,12,100,6.64,IN,2021-04-20 13:13:31
661,Maun,-19.9833,23.4167,few clouds,82.4,24,20,8.05,BW,2021-04-20 13:17:28
662,Mtambile,-5.3833,39.7,overcast clouds,79.47,79,92,18.19,TZ,2021-04-20 13:17:29
663,Vysokogornyy,50.1167,139.15,broken clouds,24.31,92,64,7.25,RU,2021-04-20 13:17:29
664,Aleppo,36.25,37.5,overcast clouds,89.65,20,100,21.03,SY,2021-04-20 13:17:29
665,Wajir,1.7471,40.0573,broken clouds,91.4,49,75,3.44,KE,2021-04-20 13:17:29
666,Komsomolskiy,40.4272,71.7189,overcast clouds,71.6,24,100,9.22,UZ,2021-04-20 13:17:30
667,Ossora,59.2353,163.0719,overcast clouds,27.36,98,100,3.76,RU,2021-04-20 13:17:30
668,Berehove,48.2056,22.6442,scattered clouds,59.0,49,50,3.0,UA,2021-04-20 13:17:30
669,Brae,60.3964,-1.353,few clouds,48.2,71,20,17.27,GB,2021-04-20 13:17:31
670,Danville,36.586,-79.395,clear sky,48.2,87,1,4.61,US,2021-04-20 13:17:31
671,Impfondo,1.6381,18.0667,overcast clouds,93.33,41,93,3.94,CG,2021-04-20 13:17:31
672,Seaford,50.7714,0.1027,scattered clouds,57.0,83,34,10.0,GB,2021-04-20 13:17:31
673,Port Shepstone,-30.7414,30.455,overcast clouds,70.38,73,100,8.88,ZA,2021-04-20 13:16:17
674,Sao Felix Do Xingu,-6.6447,-51.995,overcast clouds,72.72,97,100,1.81,BR,2021-04-20 13:17:32
675,Mecca,21.4267,39.8261,clear sky,97.93,22,7,14.99,SA,2021-04-20 13:17:32
676,Aranos,-24.1333,19.1167,clear sky,80.6,14,0,13.47,NA,2021-04-20 13:17:32
677,Ocampo,21.65,-101.5,light rain,52.38,31,97,5.53,MX,2021-04-20 13:17:33
678,Kadnikov,59.5022,40.338,clear sky,49.1,28,7,11.7,RU,2021-04-20 13:17:33
679,Myitkyina,25.3833,97.4,broken clouds,80.55,35,68,3.6,MM,2021-04-20 13:17:33
680,Alta,69.9689,23.2717,clear sky,50.0,43,0,14.97,NO,2021-04-20 13:17:34
681,Ribeira Brava,32.65,-17.0667,few clouds,66.99,88,19,1.97,PT,2021-04-20 13:17:34
682,Khani,41.9563,42.9566,overcast clouds,59.0,77,90,13.8,GE,2021-04-20 13:17:34
683,Ternate,0.8,127.4,overcast clouds,81.45,80,100,2.3,ID,2021-04-20 13:17:34
684,Luancheng,37.8792,114.6517,clear sky,55.4,82,0,6.71,CN,2021-04-20 13:17:35
685,Poum,-20.2333,164.0167,clear sky,77.63,78,6,10.58,NC,2021-04-20 13:17:35
686,Santa Lucia,27.9117,-15.5407,few clouds,73.0,60,20,29.93,ES,2021-04-20 13:17:35
687,Roma,43.2128,-75.4557,light rain,42.8,81,90,6.91,US,2021-04-20 13:12:49
688,Ojinaga,29.5667,-104.4167,clear sky,51.8,76,1,4.61,MX,2021-04-20 13:17:36
689,Burla,21.5,83.8667,haze,95.0,23,20,4.61,IN,2021-04-20 13:17:36
690,Chitral,35.8462,71.7858,light rain,56.93,62,100,4.32,PK,2021-04-20 13:17:36
691,Anif,47.75,13.0667,broken clouds,53.6,62,75,8.05,AT,2021-04-20 13:17:37
692,Tutoia,-2.7619,-42.2744,overcast clouds,83.35,67,98,1.5,BR,2021-04-20 13:17:37
693,Nevelsk,46.6733,141.8633,broken clouds,35.6,80,75,17.9,RU,2021-04-20 13:17:37
694,Kupang,-10.1667,123.5833,few clouds,76.57,82,19,5.75,ID,2021-04-20 13:17:37
695,Luena,-11.7833,19.9167,broken clouds,82.4,51,75,4.61,AO,2021-04-20 13:17:38
696,Olean,42.0776,-78.4297,overcast clouds,39.2,100,90,9.84,US,2021-04-20 13:17:38
697,Mizan Teferi,6.9833,35.5833,overcast clouds,81.7,35,100,1.74,ET,2021-04-20 13:17:38
698,New Waterford,40.8451,-80.6145,overcast clouds,46.0,60,100,1.99,US,2021-04-20 13:17:39
699,Lubao,14.9167,120.55,broken clouds,82.4,78,75,4.61,PH,2021-04-20 13:17:39
700,Olinda,-8.0089,-34.8553,broken clouds,80.6,74,75,8.05,BR,2021-04-20 13:17:39
701,Tacuarembo,-31.7333,-55.9833,clear sky,67.14,69,0,12.12,UY,2021-04-20 13:17:40
702,Khash,28.2211,61.2158,clear sky,79.48,11,1,21.0,IR,2021-04-20 13:17:40
703,Port Augusta,-32.5,137.7667,overcast clouds,59.0,67,90,8.05,AU,2021-04-20 13:17:40
704,Lixourion,38.2019,20.4314,scattered clouds,60.8,67,40,9.22,GR,2021-04-20 13:17:40
705,Vila,42.0304,-8.1588,overcast clouds,60.01,76,90,11.99,PT,2021-04-20 13:17:41
706,Phangnga,8.4509,98.5298,few clouds,80.6,89,20,3.44,TH,2021-04-20 13:17:41
